#wavelength [nm]	Collimated Beam	wavelength [nm]	22 degree Cone Angle (+/-11 degree Cone Half Angle)		3 degree Cone Angle (+/-1.5 degree Cone Half Angle)
#Spectrum@IST : Series = 1, Group = 1Description = Created on 1/30/2019,2:39:53 PM		#Spectrum@IST : Series = 2, Group = 1Description = Created on 1/30/2019,2:39:53 PM		#Spectrum@IST : Series = 2, Group = 1Description = Created on 1/30/2019,2:40:38 PM	
#Angle of Incidence : 10.00		Angle of Incidence : 10.00		Angle of Incidence : 10.
#x	Tavs [s] 	x	TGaussAvg [p] 	x	TGaussAvg [p] 
649.5658889	0.00E+00	649.5658889	1.68E-02	649.5658889	0
649.57279	0.00E+00	649.57279	1.66E-02	649.57279	0
649.5796911	0.00E+00	649.5796911	1.65E-02	649.5796911	0
649.5865922	0.00E+00	649.5865922	1.65E-02	649.5865922	0
649.5934933	0.00E+00	649.5934933	1.65E-02	649.5934933	0
649.6003943	0.00E+00	649.6003943	1.66E-02	649.6003943	0
649.6072954	0.00E+00	649.6072954	1.68E-02	649.6072954	0
649.6141965	0.00E+00	649.6141965	1.71E-02	649.6141965	0
649.6210976	0.00E+00	649.6210976	1.75E-02	649.6210976	0
649.6279987	0.00E+00	649.6279987	1.80E-02	649.6279987	0
649.6348998	0.00E+00	649.6348998	1.85E-02	649.6348998	0
649.6418009	0.00E+00	649.6418009	1.91E-02	649.6418009	0
649.6487019	0.00E+00	649.6487019	1.97E-02	649.6487019	0
649.655603	0.00E+00	649.655603	2.03E-02	649.655603	0
649.6625041	0.00E+00	649.6625041	2.08E-02	649.6625041	0
649.6694052	0.00E+00	649.6694052	2.13E-02	649.6694052	0
649.6763063	0.00E+00	649.6763063	2.17E-02	649.6763063	0
649.6832074	0.00E+00	649.6832074	2.20E-02	649.6832074	0
649.6901084	0.00E+00	649.6901084	2.22E-02	649.6901084	0
649.6970095	0.00E+00	649.6970095	2.22E-02	649.6970095	0
649.7039106	0.00E+00	649.7039106	2.22E-02	649.7039106	0
649.7108117	0.00E+00	649.7108117	2.20E-02	649.7108117	0
649.7177128	0.00E+00	649.7177128	2.17E-02	649.7177128	0
649.7246139	0.00E+00	649.7246139	2.12E-02	649.7246139	0
649.731515	0.00E+00	649.731515	2.06E-02	649.731515	0
649.738416	0.00E+00	649.738416	2.00E-02	649.738416	0
649.7453171	0.00E+00	649.7453171	1.93E-02	649.7453171	0
649.7522182	0.00E+00	649.7522182	1.87E-02	649.7522182	0
649.7591193	0.00E+00	649.7591193	1.81E-02	649.7591193	0
649.7660204	0.00E+00	649.7660204	1.77E-02	649.7660204	0
649.7729215	0.00E+00	649.7729215	1.73E-02	649.7729215	0
649.7798225	0.00E+00	649.7798225	1.70E-02	649.7798225	0
649.7867236	0.00E+00	649.7867236	1.68E-02	649.7867236	0
649.7936247	0.00E+00	649.7936247	1.67E-02	649.7936247	0
649.8005258	0.00E+00	649.8005258	1.66E-02	649.8005258	0
649.8074269	0.00E+00	649.8074269	1.67E-02	649.8074269	0
649.814328	0.00E+00	649.814328	1.68E-02	649.814328	0
649.8212291	0.00E+00	649.8212291	1.70E-02	649.8212291	0
649.8281301	0.00E+00	649.8281301	1.73E-02	649.8281301	0
649.8350312	0.00E+00	649.8350312	1.77E-02	649.8350312	0
649.8419323	0.00E+00	649.8419323	1.82E-02	649.8419323	0
649.8488334	0.00E+00	649.8488334	1.87E-02	649.8488334	0
649.8557345	0.00E+00	649.8557345	1.93E-02	649.8557345	0
649.8626356	0.00E+00	649.8626356	1.99E-02	649.8626356	0
649.8695366	0.00E+00	649.8695366	2.04E-02	649.8695366	0
649.8764377	0.00E+00	649.8764377	2.10E-02	649.8764377	0
649.8833388	0.00E+00	649.8833388	2.14E-02	649.8833388	0
649.8902399	0.00E+00	649.8902399	2.18E-02	649.8902399	0
649.897141	0.00E+00	649.897141	2.21E-02	649.897141	0
649.9040421	0.00E+00	649.9040421	2.23E-02	649.9040421	0
649.9109431	0.00E+00	649.9109431	2.23E-02	649.9109431	0
649.9178442	0.00E+00	649.9178442	2.23E-02	649.9178442	0
649.9247453	0.00E+00	649.9247453	2.21E-02	649.9247453	0
649.9316464	0.00E+00	649.9316464	2.18E-02	649.9316464	0
649.9385475	0.00E+00	649.9385475	2.13E-02	649.9385475	0
649.9454486	0.00E+00	649.9454486	2.08E-02	649.9454486	0
649.9523497	0.00E+00	649.9523497	2.02E-02	649.9523497	0
649.9592507	0.00E+00	649.9592507	1.95E-02	649.9592507	0
649.9661518	0.00E+00	649.9661518	1.89E-02	649.9661518	0
649.9730529	0.00E+00	649.9730529	1.83E-02	649.9730529	0
649.979954	0.00E+00	649.979954	1.78E-02	649.979954	0
649.9868551	0.00E+00	649.9868551	1.74E-02	649.9868551	0
649.9937562	0.00E+00	649.9937562	1.71E-02	649.9937562	0
650.0006572	0.00E+00	650.0006572	1.69E-02	650.0006572	0
650.0075583	0.00E+00	650.0075583	1.68E-02	650.0075583	0
650.0144594	0.00E+00	650.0144594	1.68E-02	650.0144594	0
650.0213605	0.00E+00	650.0213605	1.69E-02	650.0213605	0
650.0282616	0.00E+00	650.0282616	1.70E-02	650.0282616	0
650.0351627	0.00E+00	650.0351627	1.73E-02	650.0351627	0
650.0420638	0.00E+00	650.0420638	1.76E-02	650.0420638	0
650.0489648	0.00E+00	650.0489648	1.80E-02	650.0489648	0
650.0558659	0.00E+00	650.0558659	1.85E-02	650.0558659	0
650.062767	0.00E+00	650.062767	1.91E-02	650.062767	0
650.0696681	0.00E+00	650.0696681	1.97E-02	650.0696681	0
650.0765692	0.00E+00	650.0765692	2.02E-02	650.0765692	0
650.0834703	0.00E+00	650.0834703	2.07E-02	650.0834703	0
650.0903713	0.00E+00	650.0903713	2.12E-02	650.0903713	0
650.0972724	0.00E+00	650.0972724	2.16E-02	650.0972724	0
650.1041735	0.00E+00	650.1041735	2.20E-02	650.1041735	0
650.1110746	0.00E+00	650.1110746	2.22E-02	650.1110746	0
650.1179757	0.00E+00	650.1179757	2.24E-02	650.1179757	0
650.1248768	0.00E+00	650.1248768	2.24E-02	650.1248768	0
650.1317779	0.00E+00	650.1317779	2.24E-02	650.1317779	0
650.1386789	0.00E+00	650.1386789	2.22E-02	650.1386789	0
650.14558	0.00E+00	650.14558	2.18E-02	650.14558	0
650.1524811	0.00E+00	650.1524811	2.14E-02	650.1524811	0
650.1593822	0.00E+00	650.1593822	2.08E-02	650.1593822	0
650.1662833	0.00E+00	650.1662833	2.01E-02	650.1662833	0
650.1731844	0.00E+00	650.1731844	1.95E-02	650.1731844	0
650.1800854	0.00E+00	650.1800854	1.89E-02	650.1800854	0
650.1869865	0.00E+00	650.1869865	1.83E-02	650.1869865	0
650.1938876	0.00E+00	650.1938876	1.78E-02	650.1938876	0
650.2007887	0.00E+00	650.2007887	1.75E-02	650.2007887	0
650.2076898	0.00E+00	650.2076898	1.72E-02	650.2076898	0
650.2145909	0.00E+00	650.2145909	1.70E-02	650.2145909	0
650.2214919	0.00E+00	650.2214919	1.70E-02	650.2214919	0
650.228393	0.00E+00	650.228393	1.70E-02	650.228393	0
650.2352941	0.00E+00	650.2352941	1.71E-02	650.2352941	0
650.2421952	0.00E+00	650.2421952	1.73E-02	650.2421952	0
650.2490963	0.00E+00	650.2490963	1.76E-02	650.2490963	0
650.2559974	0.00E+00	650.2559974	1.81E-02	650.2559974	0
650.2628985	0.00E+00	650.2628985	1.85E-02	650.2628985	0
650.2697995	0.00E+00	650.2697995	1.91E-02	650.2697995	0
650.2767006	0.00E+00	650.2767006	1.96E-02	650.2767006	0
650.2836017	0.00E+00	650.2836017	2.02E-02	650.2836017	0
650.2905028	0.00E+00	650.2905028	2.07E-02	650.2905028	0
650.2974039	0.00E+00	650.2974039	2.12E-02	650.2974039	0
650.304305	0.00E+00	650.304305	2.16E-02	650.304305	0
650.311206	0.00E+00	650.311206	2.19E-02	650.311206	0
650.3181071	0.00E+00	650.3181071	2.22E-02	650.3181071	0
650.3250082	0.00E+00	650.3250082	2.24E-02	650.3250082	0
650.3319093	0.00E+00	650.3319093	2.25E-02	650.3319093	0
650.3388104	0.00E+00	650.3388104	2.25E-02	650.3388104	0
650.3457115	0.00E+00	650.3457115	2.24E-02	650.3457115	0
650.3526126	0.00E+00	650.3526126	2.21E-02	650.3526126	0
650.3595136	0.00E+00	650.3595136	2.17E-02	650.3595136	0
650.3664147	0.00E+00	650.3664147	2.12E-02	650.3664147	0
650.3733158	0.00E+00	650.3733158	2.06E-02	650.3733158	0
650.3802169	0.00E+00	650.3802169	1.99E-02	650.3802169	0
650.387118	0.00E+00	650.387118	1.93E-02	650.387118	0
650.3940191	0.00E+00	650.3940191	1.87E-02	650.3940191	0
650.4009201	0.00E+00	650.4009201	1.82E-02	650.4009201	0
650.4078212	0.00E+00	650.4078212	1.78E-02	650.4078212	0
650.4147223	0.00E+00	650.4147223	1.75E-02	650.4147223	0
650.4216234	0.00E+00	650.4216234	1.73E-02	650.4216234	0
650.4285245	0.00E+00	650.4285245	1.72E-02	650.4285245	0
650.4354256	0.00E+00	650.4354256	1.72E-02	650.4354256	0
650.4423267	0.00E+00	650.4423267	1.73E-02	650.4423267	0
650.4492277	0.00E+00	650.4492277	1.75E-02	650.4492277	0
650.4561288	0.00E+00	650.4561288	1.78E-02	650.4561288	0
650.4630299	0.00E+00	650.4630299	1.82E-02	650.4630299	0
650.469931	0.00E+00	650.469931	1.87E-02	650.469931	0
650.4768321	0.00E+00	650.4768321	1.92E-02	650.4768321	0
650.4837332	0.00E+00	650.4837332	1.97E-02	650.4837332	0
650.4906342	0.00E+00	650.4906342	2.03E-02	650.4906342	0
650.4975353	0.00E+00	650.4975353	2.08E-02	650.4975353	0
650.5044364	0.00E+00	650.5044364	2.12E-02	650.5044364	0
650.5113375	0.00E+00	650.5113375	2.16E-02	650.5113375	0
650.5182386	0.00E+00	650.5182386	2.20E-02	650.5182386	0
650.5251397	0.00E+00	650.5251397	2.22E-02	650.5251397	0
650.5320407	0.00E+00	650.5320407	2.25E-02	650.5320407	0
650.5389418	0.00E+00	650.5389418	2.26E-02	650.5389418	0
650.5458429	0.00E+00	650.5458429	2.26E-02	650.5458429	0
650.552744	0.00E+00	650.552744	2.26E-02	650.552744	0
650.5596451	0.00E+00	650.5596451	2.23E-02	650.5596451	0
650.5665462	0.00E+00	650.5665462	2.20E-02	650.5665462	0
650.5734473	0.00E+00	650.5734473	2.15E-02	650.5734473	0
650.5803483	0.00E+00	650.5803483	2.09E-02	650.5803483	0
650.5872494	0.00E+00	650.5872494	2.02E-02	650.5872494	0
650.5941505	0.00E+00	650.5941505	1.96E-02	650.5941505	0
650.6010516	0.00E+00	650.6010516	1.90E-02	650.6010516	0
650.6079527	0.00E+00	650.6079527	1.84E-02	650.6079527	0
650.6148538	0.00E+00	650.6148538	1.80E-02	650.6148538	0
650.6217548	0.00E+00	650.6217548	1.77E-02	650.6217548	0
650.6286559	0.00E+00	650.6286559	1.75E-02	650.6286559	0
650.635557	0.00E+00	650.635557	1.74E-02	650.635557	0
650.6424581	0.00E+00	650.6424581	1.74E-02	650.6424581	0
650.6493592	0.00E+00	650.6493592	1.75E-02	650.6493592	0
650.6562603	0.00E+00	650.6562603	1.78E-02	650.6562603	0
650.6631614	0.00E+00	650.6631614	1.81E-02	650.6631614	0
650.6700624	0.00E+00	650.6700624	1.85E-02	650.6700624	0
650.6769635	0.00E+00	650.6769635	1.90E-02	650.6769635	0
650.6838646	0.00E+00	650.6838646	1.95E-02	650.6838646	0
650.6907657	0.00E+00	650.6907657	2.00E-02	650.6907657	0
650.6976668	0.00E+00	650.6976668	2.05E-02	650.6976668	0
650.7045679	0.00E+00	650.7045679	2.10E-02	650.7045679	0
650.7114689	0.00E+00	650.7114689	2.14E-02	650.7114689	0
650.71837	0.00E+00	650.71837	2.18E-02	650.71837	0
650.7252711	0.00E+00	650.7252711	2.21E-02	650.7252711	0
650.7321722	0.00E+00	650.7321722	2.24E-02	650.7321722	0
650.7390733	0.00E+00	650.7390733	2.26E-02	650.7390733	0
650.7459744	0.00E+00	650.7459744	2.27E-02	650.7459744	0
650.7528755	0.00E+00	650.7528755	2.27E-02	650.7528755	0
650.7597765	0.00E+00	650.7597765	2.27E-02	650.7597765	0
650.7666776	0.00E+00	650.7666776	2.24E-02	650.7666776	0
650.7735787	0.00E+00	650.7735787	2.20E-02	650.7735787	0
650.7804798	0.00E+00	650.7804798	2.15E-02	650.7804798	0
650.7873809	0.00E+00	650.7873809	2.09E-02	650.7873809	0
650.794282	0.00E+00	650.794282	2.03E-02	650.794282	0
650.801183	0.00E+00	650.801183	1.97E-02	650.801183	0
650.8080841	0.00E+00	650.8080841	1.91E-02	650.8080841	0
650.8149852	0.00E+00	650.8149852	1.86E-02	650.8149852	0
650.8218863	0.00E+00	650.8218863	1.82E-02	650.8218863	0
650.8287874	0.00E+00	650.8287874	1.79E-02	650.8287874	0
650.8356885	0.00E+00	650.8356885	1.77E-02	650.8356885	0
650.8425895	0.00E+00	650.8425895	1.76E-02	650.8425895	0
650.8494906	0.00E+00	650.8494906	1.77E-02	650.8494906	0
650.8563917	0.00E+00	650.8563917	1.79E-02	650.8563917	0
650.8632928	0.00E+00	650.8632928	1.82E-02	650.8632928	0
650.8701939	0.00E+00	650.8701939	1.85E-02	650.8701939	0
650.877095	0.00E+00	650.877095	1.90E-02	650.877095	0
650.8839961	0.00E+00	650.8839961	1.95E-02	650.8839961	0
650.8908971	0.00E+00	650.8908971	2.00E-02	650.8908971	0
650.8977982	0.00E+00	650.8977982	2.04E-02	650.8977982	0
650.9046993	0.00E+00	650.9046993	2.09E-02	650.9046993	0
650.9116004	0.00E+00	650.9116004	2.13E-02	650.9116004	0
650.9185015	0.00E+00	650.9185015	2.17E-02	650.9185015	0
650.9254026	0.00E+00	650.9254026	2.20E-02	650.9254026	0
650.9323036	0.00E+00	650.9323036	2.23E-02	650.9323036	0
650.9392047	0.00E+00	650.9392047	2.25E-02	650.9392047	0
650.9461058	0.00E+00	650.9461058	2.27E-02	650.9461058	0
650.9530069	0.00E+00	650.9530069	2.28E-02	650.9530069	0
650.959908	0.00E+00	650.959908	2.28E-02	650.959908	0
650.9668091	0.00E+00	650.9668091	2.27E-02	650.9668091	0
650.9737102	0.00E+00	650.9737102	2.24E-02	650.9737102	0
650.9806112	0.00E+00	650.9806112	2.20E-02	650.9806112	0
650.9875123	0.00E+00	650.9875123	2.15E-02	650.9875123	0
650.9944134	0.00E+00	650.9944134	2.09E-02	650.9944134	0
651.0013145	0.00E+00	651.0013145	2.02E-02	651.0013145	0
651.0082156	0.00E+00	651.0082156	1.96E-02	651.0082156	0
651.0151167	0.00E+00	651.0151167	1.90E-02	651.0151167	0
651.0220177	0.00E+00	651.0220177	1.86E-02	651.0220177	0
651.0289188	0.00E+00	651.0289188	1.82E-02	651.0289188	0
651.0358199	0.00E+00	651.0358199	1.80E-02	651.0358199	0
651.042721	0.00E+00	651.042721	1.79E-02	651.042721	0
651.0496221	0.00E+00	651.0496221	1.80E-02	651.0496221	0
651.0565232	0.00E+00	651.0565232	1.81E-02	651.0565232	0
651.0634243	0.00E+00	651.0634243	1.84E-02	651.0634243	0
651.0703253	0.00E+00	651.0703253	1.87E-02	651.0703253	0
651.0772264	0.00E+00	651.0772264	1.91E-02	651.0772264	0
651.0841275	0.00E+00	651.0841275	1.96E-02	651.0841275	0
651.0910286	0.00E+00	651.0910286	2.00E-02	651.0910286	0
651.0979297	0.00E+00	651.0979297	2.05E-02	651.0979297	0
651.1048308	0.00E+00	651.1048308	2.09E-02	651.1048308	0
651.1117318	0.00E+00	651.1117318	2.13E-02	651.1117318	0
651.1186329	0.00E+00	651.1186329	2.17E-02	651.1186329	0
651.125534	0.00E+00	651.125534	2.20E-02	651.125534	0
651.1324351	0.00E+00	651.1324351	2.23E-02	651.1324351	0
651.1393362	0.00E+00	651.1393362	2.26E-02	651.1393362	0
651.1462373	0.00E+00	651.1462373	2.28E-02	651.1462373	0
651.1531384	0.00E+00	651.1531384	2.29E-02	651.1531384	0
651.1600394	0.00E+00	651.1600394	2.30E-02	651.1600394	0
651.1669405	0.00E+00	651.1669405	2.29E-02	651.1669405	0
651.1738416	0.00E+00	651.1738416	2.27E-02	651.1738416	0
651.1807427	0.00E+00	651.1807427	2.23E-02	651.1807427	0
651.1876438	0.00E+00	651.1876438	2.18E-02	651.1876438	0
651.1945449	0.00E+00	651.1945449	2.12E-02	651.1945449	0
651.2014459	0.00E+00	651.2014459	2.06E-02	651.2014459	0
651.208347	0.00E+00	651.208347	2.00E-02	651.208347	0
651.2152481	0.00E+00	651.2152481	1.94E-02	651.2152481	0
651.2221492	0.00E+00	651.2221492	1.89E-02	651.2221492	0
651.2290503	0.00E+00	651.2290503	1.86E-02	651.2290503	0
651.2359514	0.00E+00	651.2359514	1.83E-02	651.2359514	0
651.2428524	0.00E+00	651.2428524	1.82E-02	651.2428524	0
651.2497535	0.00E+00	651.2497535	1.82E-02	651.2497535	0
651.2566546	0.00E+00	651.2566546	1.84E-02	651.2566546	0
651.2635557	0.00E+00	651.2635557	1.87E-02	651.2635557	0
651.2704568	0.00E+00	651.2704568	1.90E-02	651.2704568	0
651.2773579	0.00E+00	651.2773579	1.94E-02	651.2773579	0
651.284259	0.00E+00	651.284259	1.98E-02	651.284259	0
651.29116	0.00E+00	651.29116	2.03E-02	651.29116	0
651.2980611	0.00E+00	651.2980611	2.07E-02	651.2980611	0
651.3049622	0.00E+00	651.3049622	2.11E-02	651.3049622	0
651.3118633	0.00E+00	651.3118633	2.14E-02	651.3118633	0
651.3187644	0.00E+00	651.3187644	2.18E-02	651.3187644	0
651.3256655	0.00E+00	651.3256655	2.21E-02	651.3256655	0
651.3325665	0.00E+00	651.3325665	2.24E-02	651.3325665	0
651.3394676	0.00E+00	651.3394676	2.27E-02	651.3394676	0
651.3463687	0.00E+00	651.3463687	2.29E-02	651.3463687	0
651.3532698	0.00E+00	651.3532698	2.30E-02	651.3532698	0
651.3601709	0.00E+00	651.3601709	2.31E-02	651.3601709	0
651.367072	0.00E+00	651.367072	2.30E-02	651.367072	0
651.3739731	0.00E+00	651.3739731	2.28E-02	651.3739731	0
651.3808741	0.00E+00	651.3808741	2.24E-02	651.3808741	0
651.3877752	0.00E+00	651.3877752	2.20E-02	651.3877752	0
651.3946763	0.00E+00	651.3946763	2.14E-02	651.3946763	0
651.4015774	0.00E+00	651.4015774	2.08E-02	651.4015774	0
651.4084785	0.00E+00	651.4084785	2.02E-02	651.4084785	0
651.4153796	0.00E+00	651.4153796	1.96E-02	651.4153796	0
651.4222806	0.00E+00	651.4222806	1.92E-02	651.4222806	0
651.4291817	0.00E+00	651.4291817	1.88E-02	651.4291817	0
651.4360828	0.00E+00	651.4360828	1.86E-02	651.4360828	0
651.4429839	0.00E+00	651.4429839	1.85E-02	651.4429839	0
651.449885	0.00E+00	651.449885	1.86E-02	651.449885	0
651.4567861	0.00E+00	651.4567861	1.88E-02	651.4567861	0
651.4636872	0.00E+00	651.4636872	1.91E-02	651.4636872	0
651.4705882	0.00E+00	651.4705882	1.94E-02	651.4705882	0
651.4774893	0.00E+00	651.4774893	1.98E-02	651.4774893	0
651.4843904	0.00E+00	651.4843904	2.02E-02	651.4843904	0
651.4912915	0.00E+00	651.4912915	2.06E-02	651.4912915	0
651.4981926	0.00E+00	651.4981926	2.10E-02	651.4981926	0
651.5050937	0.00E+00	651.5050937	2.13E-02	651.5050937	0
651.5119947	0.00E+00	651.5119947	2.16E-02	651.5119947	0
651.5188958	0.00E+00	651.5188958	2.20E-02	651.5188958	0
651.5257969	0.00E+00	651.5257969	2.23E-02	651.5257969	0
651.532698	0.00E+00	651.532698	2.26E-02	651.532698	0
651.5395991	0.00E+00	651.5395991	2.28E-02	651.5395991	0
651.5465002	0.00E+00	651.5465002	2.30E-02	651.5465002	0
651.5534012	0.00E+00	651.5534012	2.32E-02	651.5534012	0
651.5603023	0.00E+00	651.5603023	2.32E-02	651.5603023	0
651.5672034	0.00E+00	651.5672034	2.31E-02	651.5672034	0
651.5741045	0.00E+00	651.5741045	2.28E-02	651.5741045	0
651.5810056	0.00E+00	651.5810056	2.25E-02	651.5810056	0
651.5879067	0.00E+00	651.5879067	2.20E-02	651.5879067	0
651.5948078	0.00E+00	651.5948078	2.14E-02	651.5948078	0
651.6017088	0.00E+00	651.6017088	2.08E-02	651.6017088	0
651.6086099	0.00E+00	651.6086099	2.02E-02	651.6086099	0
651.615511	0.00E+00	651.615511	1.97E-02	651.615511	0
651.6224121	0.00E+00	651.6224121	1.93E-02	651.6224121	0
651.6293132	0.00E+00	651.6293132	1.90E-02	651.6293132	0
651.6362143	0.00E+00	651.6362143	1.89E-02	651.6362143	0
651.6431153	0.00E+00	651.6431153	1.89E-02	651.6431153	0
651.6500164	0.00E+00	651.6500164	1.90E-02	651.6500164	0
651.6569175	0.00E+00	651.6569175	1.93E-02	651.6569175	0
651.6638186	0.00E+00	651.6638186	1.96E-02	651.6638186	0
651.6707197	0.00E+00	651.6707197	1.99E-02	651.6707197	0
651.6776208	0.00E+00	651.6776208	2.03E-02	651.6776208	0
651.6845219	0.00E+00	651.6845219	2.06E-02	651.6845219	0
651.6914229	0.00E+00	651.6914229	2.10E-02	651.6914229	0
651.698324	0.00E+00	651.698324	2.13E-02	651.698324	0
651.7052251	0.00E+00	651.7052251	2.16E-02	651.7052251	0
651.7121262	0.00E+00	651.7121262	2.19E-02	651.7121262	0
651.7190273	0.00E+00	651.7190273	2.23E-02	651.7190273	0
651.7259284	0.00E+00	651.7259284	2.25E-02	651.7259284	0
651.7328294	0.00E+00	651.7328294	2.28E-02	651.7328294	0
651.7397305	0.00E+00	651.7397305	2.31E-02	651.7397305	0
651.7466316	0.00E+00	651.7466316	2.32E-02	651.7466316	0
