#wavelength [nm],"Tavg, 0.0 deg AOI"
512.32,1.39E-09
512.33,1.37E-09
512.34,1.35E-09
512.35,1.33E-09
512.36,1.31E-09
512.37,1.29E-09
512.38,1.27E-09
512.39,1.25E-09
512.4,1.24E-09
512.41,1.22E-09
512.42,1.20E-09
512.43,1.19E-09
512.44,1.17E-09
512.45,1.15E-09
512.46,1.14E-09
512.47,1.12E-09
512.48,1.11E-09
512.49,1.09E-09
512.5,1.08E-09
512.51,1.06E-09
512.52,1.05E-09
512.53,1.03E-09
512.54,1.02E-09
512.55,1.00E-09
512.56,9.91E-10
512.57,9.77E-10
512.58,9.64E-10
512.59,9.51E-10
512.6,9.38E-10
512.61,9.26E-10
512.62,9.13E-10
512.63,9.01E-10
512.64,8.89E-10
512.65,8.77E-10
512.66,8.66E-10
512.67,8.54E-10
512.68,8.43E-10
512.69,8.32E-10
512.7,8.21E-10
512.71,8.10E-10
512.72,8.00E-10
512.73,7.89E-10
512.74,7.79E-10
512.75,7.69E-10
512.76,7.59E-10
512.77,7.49E-10
512.78,7.39E-10
512.79,7.30E-10
512.8,7.20E-10
512.81,7.11E-10
512.82,7.02E-10
512.83,6.93E-10
512.84,6.84E-10
512.85,6.75E-10
512.86,6.66E-10
512.87,6.58E-10
512.88,6.50E-10
512.89,6.41E-10
512.9,6.33E-10
512.91,6.25E-10
512.92,6.17E-10
512.93,6.10E-10
512.94,6.02E-10
512.95,5.94E-10
512.96,5.87E-10
512.97,5.80E-10
512.98,5.72E-10
512.99,5.65E-10
513,5.58E-10
513.01,5.51E-10
513.02,5.45E-10
513.03,5.38E-10
513.04,5.31E-10
513.05,5.25E-10
513.06,5.18E-10
513.07,5.12E-10
513.08,5.06E-10
513.09,5.00E-10
513.1,4.93E-10
513.11,4.87E-10
513.12,4.82E-10
513.13,4.76E-10
513.14,4.70E-10
513.15,4.64E-10
513.16,4.59E-10
513.17,4.53E-10
513.18,4.48E-10
513.19,4.42E-10
513.2,4.37E-10
513.21,4.32E-10
513.22,4.27E-10
513.23,4.22E-10
513.24,4.17E-10
513.25,4.12E-10
513.26,4.07E-10
513.27,4.02E-10
513.28,3.97E-10
513.29,3.93E-10
513.3,3.88E-10
513.31,3.84E-10
513.32,3.79E-10
513.33,3.75E-10
513.34,3.70E-10
513.35,3.66E-10
513.36,3.62E-10
513.37,3.58E-10
513.38,3.53E-10
513.39,3.49E-10
513.4,3.45E-10
513.41,3.41E-10
513.42,3.38E-10
513.43,3.34E-10
513.44,3.30E-10
513.45,3.26E-10
513.46,3.22E-10
513.47,3.19E-10
513.48,3.15E-10
513.49,3.12E-10
513.5,3.08E-10
513.51,3.05E-10
513.52,3.01E-10
513.53,2.98E-10
513.54,2.94E-10
513.55,2.91E-10
513.56,2.88E-10
513.57,2.85E-10
513.58,2.81E-10
513.59,2.78E-10
513.6,2.75E-10
513.61,2.72E-10
513.62,2.69E-10
513.63,2.66E-10
513.64,2.63E-10
513.65,2.60E-10
513.66,2.58E-10
513.67,2.55E-10
513.68,2.52E-10
513.69,2.49E-10
513.7,2.46E-10
513.71,2.44E-10
513.72,2.41E-10
513.73,2.39E-10
513.74,2.36E-10
513.75,2.33E-10
513.76,2.31E-10
513.77,2.28E-10
513.78,2.26E-10
513.79,2.24E-10
513.8,2.21E-10
513.81,2.19E-10
513.82,2.16E-10
513.83,2.14E-10
513.84,2.12E-10
513.85,2.10E-10
513.86,2.07E-10
513.87,2.05E-10
513.88,2.03E-10
513.89,2.01E-10
513.9,1.99E-10
513.91,1.97E-10
513.92,1.95E-10
513.93,1.93E-10
513.94,1.91E-10
513.95,1.89E-10
513.96,1.87E-10
513.97,1.85E-10
513.98,1.83E-10
513.99,1.81E-10
514,1.79E-10
514.01,1.77E-10
514.02,1.75E-10
514.03,1.74E-10
514.04,1.72E-10
514.05,1.70E-10
514.06,1.68E-10
514.07,1.67E-10
514.08,1.65E-10
514.09,1.63E-10
514.1,1.62E-10
514.11,1.60E-10
514.12,1.58E-10
514.13,1.57E-10
514.14,1.55E-10
514.15,1.54E-10
514.16,1.52E-10
514.17,1.50E-10
514.18,1.49E-10
514.19,1.47E-10
514.2,1.46E-10
514.21,1.45E-10
514.22,1.43E-10
514.23,1.42E-10
514.24,1.40E-10
514.25,1.39E-10
514.26,1.38E-10
514.27,1.36E-10
514.28,1.35E-10
514.29,1.34E-10
514.3,1.32E-10
514.31,1.31E-10
514.32,1.30E-10
514.33,1.28E-10
514.34,1.27E-10
514.35,1.26E-10
514.36,1.25E-10
514.37,1.23E-10
514.38,1.22E-10
514.39,1.21E-10
514.4,1.20E-10
514.41,1.19E-10
514.42,1.18E-10
514.43,1.16E-10
514.44,1.15E-10
514.45,1.14E-10
514.46,1.13E-10
514.47,1.12E-10
514.48,1.11E-10
514.49,1.10E-10
514.5,1.09E-10
514.51,1.08E-10
514.52,1.07E-10
514.53,1.06E-10
514.54,1.05E-10
514.55,1.04E-10
514.56,1.03E-10
514.57,1.02E-10
514.58,1.01E-10
514.59,1.00E-10
514.6,9.91E-11
514.61,9.82E-11
514.62,9.72E-11
514.63,9.63E-11
514.64,9.55E-11
514.65,9.46E-11
514.66,9.37E-11
514.67,9.28E-11
514.68,9.20E-11
514.69,9.11E-11
514.7,9.03E-11
514.71,8.95E-11
514.72,8.86E-11
514.73,8.78E-11
514.74,8.70E-11
514.75,8.62E-11
514.76,8.55E-11
514.77,8.47E-11
514.78,8.39E-11
514.79,8.32E-11
514.8,8.24E-11
514.81,8.17E-11
514.82,8.09E-11
514.83,8.02E-11
514.84,7.95E-11
514.85,7.88E-11
514.86,7.81E-11
514.87,7.74E-11
514.88,7.67E-11
514.89,7.60E-11
514.9,7.53E-11
514.91,7.46E-11
514.92,7.40E-11
514.93,7.33E-11
514.94,7.27E-11
514.95,7.20E-11
514.96,7.14E-11
514.97,7.08E-11
514.98,7.02E-11
514.99,6.95E-11
515,6.89E-11
515.01,6.83E-11
515.02,6.77E-11
515.03,6.71E-11
515.04,6.66E-11
515.05,6.60E-11
515.06,6.54E-11
515.07,6.48E-11
515.08,6.43E-11
515.09,6.37E-11
515.1,6.32E-11
515.11,6.26E-11
515.12,6.21E-11
515.13,6.16E-11
515.14,6.10E-11
515.15,6.05E-11
515.16,6.00E-11
515.17,5.95E-11
515.18,5.90E-11
515.19,5.85E-11
515.2,5.80E-11
515.21,5.75E-11
515.22,5.70E-11
515.23,5.65E-11
515.24,5.61E-11
515.25,5.56E-11
515.26,5.51E-11
515.27,5.47E-11
515.28,5.42E-11
515.29,5.38E-11
515.3,5.33E-11
515.31,5.29E-11
515.32,5.24E-11
515.33,5.20E-11
515.34,5.16E-11
515.35,5.11E-11
515.36,5.07E-11
515.37,5.03E-11
515.38,4.99E-11
515.39,4.95E-11
515.4,4.91E-11
515.41,4.87E-11
515.42,4.83E-11
515.43,4.79E-11
515.44,4.75E-11
515.45,4.71E-11
515.46,4.67E-11
515.47,4.63E-11
515.48,4.59E-11
515.49,4.56E-11
515.5,4.52E-11
515.51,4.48E-11
515.52,4.45E-11
515.53,4.41E-11
515.54,4.38E-11
515.55,4.34E-11
515.56,4.31E-11
515.57,4.27E-11
515.58,4.24E-11
515.59,4.20E-11
515.6,4.17E-11
515.61,4.14E-11
515.62,4.10E-11
515.63,4.07E-11
515.64,4.04E-11
515.65,4.01E-11
515.66,3.98E-11
515.67,3.94E-11
515.68,3.91E-11
515.69,3.88E-11
515.7,3.85E-11
515.71,3.82E-11
515.72,3.79E-11
515.73,3.76E-11
515.74,3.73E-11
515.75,3.70E-11
515.76,3.68E-11
515.77,3.65E-11
515.78,3.62E-11
515.79,3.59E-11
515.8,3.56E-11
515.81,3.54E-11
515.82,3.51E-11
515.83,3.48E-11
515.84,3.45E-11
515.85,3.43E-11
515.86,3.40E-11
515.87,3.38E-11
515.88,3.35E-11
515.89,3.32E-11
515.9,3.30E-11
515.91,3.27E-11
515.92,3.25E-11
515.93,3.22E-11
515.94,3.20E-11
515.95,3.18E-11
515.96,3.15E-11
515.97,3.13E-11
515.98,3.11E-11
515.99,3.08E-11
516,3.06E-11
516.01,3.04E-11
516.02,3.01E-11
516.03,2.99E-11
516.04,2.97E-11
516.05,2.95E-11
516.06,2.92E-11
516.07,2.90E-11
516.08,2.88E-11
516.09,2.86E-11
516.1,2.84E-11
516.11,2.82E-11
516.12,2.80E-11
516.13,2.78E-11
516.14,2.76E-11
516.15,2.74E-11
516.16,2.72E-11
516.17,2.70E-11
516.18,2.68E-11
516.19,2.66E-11
516.2,2.64E-11
516.21,2.62E-11
516.22,2.60E-11
516.23,2.58E-11
516.24,2.56E-11
516.25,2.54E-11
516.26,2.53E-11
516.27,2.51E-11
516.28,2.49E-11
516.29,2.47E-11
516.3,2.45E-11
516.31,2.44E-11
516.32,2.42E-11
516.33,2.40E-11
516.34,2.38E-11
516.35,2.37E-11
516.36,2.35E-11
516.37,2.33E-11
516.38,2.32E-11
516.39,2.30E-11
516.4,2.28E-11
516.41,2.27E-11
516.42,2.25E-11
516.43,2.24E-11
516.44,2.22E-11
516.45,2.21E-11
516.46,2.19E-11
516.47,2.17E-11
516.48,2.16E-11
516.49,2.14E-11
516.5,2.13E-11
516.51,2.11E-11
516.52,2.10E-11
516.53,2.09E-11
516.54,2.07E-11
516.55,2.06E-11
516.56,2.04E-11
516.57,2.03E-11
516.58,2.01E-11
516.59,2.00E-11
516.6,1.99E-11
516.61,1.97E-11
516.62,1.96E-11
516.63,1.95E-11
516.64,1.93E-11
516.65,1.92E-11
516.66,1.91E-11
516.67,1.89E-11
516.68,1.88E-11
516.69,1.87E-11
516.7,1.86E-11
516.71,1.84E-11
516.72,1.83E-11
516.73,1.82E-11
516.74,1.81E-11
516.75,1.79E-11
516.76,1.78E-11
516.77,1.77E-11
516.78,1.76E-11
516.79,1.75E-11
516.8,1.74E-11
516.81,1.72E-11
516.82,1.71E-11
516.83,1.70E-11
516.84,1.69E-11
516.85,1.68E-11
516.86,1.67E-11
516.87,1.66E-11
516.88,1.65E-11
516.89,1.64E-11
516.9,1.62E-11
516.91,1.61E-11
516.92,1.60E-11
516.93,1.59E-11
516.94,1.58E-11
516.95,1.57E-11
516.96,1.56E-11
516.97,1.55E-11
516.98,1.54E-11
516.99,1.53E-11
517,1.52E-11
